epoch,train_loss,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_roc_auc
1,0.660778639380622,0.6149790861603829,0.686411149825784,0.7767857142857143,0.4416243654822335,0.5631067961165048,0.7634811247948348
2,0.5810715679596019,0.5672129445928868,0.7015098722415796,0.7565543071161048,0.5126903553299492,0.6111951588502269,0.791399906520723
3,0.5435572917295177,0.5423395063265137,0.7282229965156795,0.7777777777777778,0.5685279187817259,0.656891495601173,0.8078783465037663
4,0.5258703754185419,0.5262913220712394,0.7421602787456446,0.7847682119205298,0.6015228426395939,0.6810344827586207,0.818492592310786
5,0.5117267785854935,0.5152396343726314,0.743321718931475,0.7836065573770492,0.6065989847715736,0.6838340486409156,0.8258187588995531
6,0.5018512919750782,0.5062194605391477,0.7514518002322881,0.7866242038216561,0.6269035532994924,0.6977401129943502,0.8323949173360581
7,0.4980008597683889,0.4995088229057542,0.7560975609756098,0.789308176100629,0.6370558375634517,0.7050561797752809,0.8364927879650865
8,0.4888552216208319,0.4933734609897959,0.7584204413472706,0.790625,0.6421319796954315,0.7086834733893558,0.8406939205860934
9,0.48596907909486114,0.48789053456154713,0.7630662020905923,0.7932098765432098,0.6522842639593909,0.7158774373259053,0.8446559201730454
10,0.48035939515892284,0.48316529794714036,0.7700348432055749,0.7987804878048781,0.6649746192893401,0.7257617728531855,0.8480363916999099
11,0.4773793769882655,0.4791908384615536,0.7723577235772358,0.8,0.6700507614213198,0.7292817679558011,0.8507212034913423
12,0.47313726491138564,0.4754298241780887,0.7723577235772358,0.7964071856287425,0.6751269035532995,0.7307692307692307,0.852987532473179
13,0.47064933852172885,0.4721563406868402,0.7793263646922184,0.8090909090909091,0.6776649746192893,0.7375690607734806,0.8551560343047206
14,0.46782390545396246,0.46904515358213766,0.7793263646922184,0.8072289156626506,0.6802030456852792,0.7382920110192838,0.8572267089859673
15,0.4656561174467152,0.4661039898342926,0.7828106852497096,0.8108108108108109,0.6852791878172588,0.7427785419532325,0.8591615126251372
16,0.4636581608282974,0.4636767270880709,0.7851335656213705,0.8119402985074626,0.6903553299492385,0.7462277091906722,0.860715877346493
17,0.4626261376975322,0.4612297345121563,0.7851335656213705,0.8119402985074626,0.6903553299492385,0.7462277091906722,0.8622919814345809
18,0.4574470012189689,0.4588798623051793,0.7886178861788617,0.8154761904761905,0.6954314720812182,0.7506849315068493,0.8640854791899912
19,0.4521166650990948,0.4563082070993076,0.7874564459930313,0.8112094395280236,0.6979695431472082,0.7503410641200545,0.866270285546582
20,0.4533623844493362,0.4544019639561262,0.7886178861788617,0.8117647058823529,0.700507614213198,0.7520435967302452,0.8674116023000249
21,0.4537899660129173,0.45270445202147364,0.7897793263646922,0.8141592920353983,0.700507614213198,0.7530695770804912,0.8682431330775335
22,0.44949769975919174,0.45074616152788843,0.7909407665505227,0.8165680473372781,0.700507614213198,0.7540983606557377,0.8695801041315667
23,0.4503508702082831,0.4491292979659104,0.7921022067363531,0.8171091445427728,0.7030456852791879,0.7557980900409277,0.8707268557266927
24,0.4483124231331229,0.4470407796653721,0.794425087108014,0.8144927536231884,0.7131979695431472,0.7604871447902571,0.8723083946564636
25,0.4424343432541247,0.4454183287736846,0.7921022067363531,0.8115942028985508,0.7106598984771574,0.7577807848443843,0.8732377525842673
26,0.4434168746874829,0.44403063451371544,0.7921022067363531,0.8134110787172012,0.7081218274111675,0.757123473541384,0.8741671105120709
27,0.4418560989736732,0.44270273932319626,0.7932636469221835,0.8157894736842105,0.7081218274111675,0.7581521739130435,0.8750149458146285
28,0.4410614565307019,0.4413777786749442,0.7932636469221835,0.813953488372093,0.7106598984771574,0.7588075880758808,0.8757214752334264
29,0.43884360559106134,0.4397551695990369,0.794425087108014,0.8144927536231884,0.7131979695431472,0.7604871447902571,0.8769171404037001
30,0.4388578596219864,0.4381000452548369,0.7990708478513356,0.8221574344023324,0.7157360406091371,0.7652645861601085,0.8782812856661485
31,0.4363230191804225,0.43709630352140993,0.8002322880371661,0.8226744186046512,0.7182741116751269,0.7669376693766937,0.8790965119186079
32,0.43886456201279084,0.4357705235688944,0.8025551684088269,0.8236994219653179,0.7233502538071066,0.7702702702702703,0.8799117381710672
33,0.4358069854624131,0.43464172066434886,0.8013937282229965,0.8231884057971014,0.7208121827411168,0.7686062246278755,0.8805910933814498
34,0.43444226639982403,0.43334929785246634,0.8037166085946573,0.8242074927953891,0.7258883248730964,0.7719298245614035,0.8818139327601386
35,0.4333261164315126,0.43236616672677586,0.8037166085946573,0.8242074927953891,0.7258883248730964,0.7719298245614035,0.8822650246198329
36,0.431298687008731,0.4313182723508341,0.8048780487804879,0.8247126436781609,0.7284263959390863,0.7735849056603774,0.8830150327720954
37,0.43243023387400586,0.43032886051550145,0.8048780487804879,0.8247126436781609,0.7284263959390863,0.7735849056603774,0.8837269970325765
38,0.42999146275530714,0.4294252082722805,0.8060394889663183,0.8252148997134671,0.7309644670050761,0.775235531628533,0.8843248296177133
39,0.4305717515356747,0.4286255758260047,0.8072009291521487,0.8257142857142857,0.733502538071066,0.7768817204301075,0.8847052685355276
40,0.4333762302551048,0.42803051493170646,0.8095238095238095,0.8267045454545454,0.7385786802030457,0.7801608579088471,0.8852270133371015
41,0.4284390634073238,0.42740623194304633,0.8095238095238095,0.8267045454545454,0.7385786802030457,0.7801608579088471,0.8857596278220415
42,0.42587406086419577,0.4263897721291142,0.81068524970964,0.8271954674220963,0.7411167512690355,0.7817938420348058,0.8862541984152003
43,0.428654645081439,0.4256216087546221,0.8095238095238095,0.8267045454545454,0.7385786802030457,0.7801608579088471,0.8866346373330145
44,0.42543461820571943,0.4243825469836679,0.8118466898954704,0.827683615819209,0.7436548223350253,0.7834224598930482,0.8874498635854737
45,0.4226533315886426,0.4234367334191946,0.8130081300813008,0.830028328611898,0.7436548223350253,0.784471218206158,0.8879389993369494
