epoch,train_loss,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_roc_auc
1,0.5557968038705786,0.49470046346057445,0.7560975609756098,0.7598870056497176,0.682741116751269,0.7192513368983957,0.8387591169469233
2,0.4849365801073627,0.4698565087944235,0.7851335656213705,0.8028985507246377,0.7030456852791879,0.7496617050067659,0.8559766953988631
3,0.4690516963676863,0.44950587720405766,0.8025551684088269,0.8060109289617486,0.748730964467005,0.7763157894736842,0.8704659833259057
4,0.4555880831174428,0.4367878470617443,0.7932636469221835,0.8085714285714286,0.7182741116751269,0.760752688172043,0.8788682485679192
5,0.44015075606371756,0.4232110974057626,0.8118466898954704,0.827683615819209,0.7436548223350253,0.7834224598930482,0.8892107522907857
6,0.42848189032069134,0.41692359861458084,0.8153310104529616,0.8150134048257373,0.7715736040609137,0.7926988265971316,0.8907705518538246
7,0.4251653623996477,0.4064305621295579,0.8234610917537747,0.827027027027027,0.7766497461928934,0.8010471204188482,0.8966564853965805
8,0.4147434284397893,0.40589640461747795,0.8164924506387921,0.8138297872340425,0.7766497461928934,0.7948051948051948,0.8967651822302416
9,0.40345705316044234,0.399172491555153,0.8246225319396051,0.8292682926829268,0.7766497461928934,0.8020969855832241,0.9003467428993792
10,0.39918139792475565,0.39395132373572783,0.8292682926829268,0.8275862068965517,0.7918781725888325,0.8093385214007782,0.9032000347829868
11,0.39644469102829716,0.39234343039587954,0.8234610917537747,0.8118556701030928,0.799492385786802,0.8056265984654731,0.9037978673681235
12,0.3940862567682758,0.3923159900719557,0.8234610917537747,0.8151041666666666,0.7944162436548223,0.8046272493573264,0.9028685094403199
13,0.3885033443689173,0.3871420982891951,0.8373983739837398,0.8207070707070707,0.8248730964467005,0.8227848101265823,0.9061076750834247
14,0.3791745693249034,0.38326425838276623,0.8362369337979094,0.8154613466334164,0.8299492385786802,0.8226415094339623,0.9081783497646712
15,0.38273482301699224,0.38307864533068825,0.8373983739837398,0.8290155440414507,0.8121827411167513,0.8205128205128205,0.9086511809910978
16,0.3699052527341275,0.38061298480155714,0.8362369337979094,0.818639798488665,0.8248730964467005,0.8217446270543616,0.9102327199208686
17,0.3722749465106619,0.37766500957889976,0.835075493612079,0.8247422680412371,0.8121827411167513,0.8184143222506394,0.9112762095240164
18,0.3650816313494957,0.37721356534930195,0.8420441347270615,0.837696335078534,0.8121827411167513,0.8247422680412371,0.9120751312514266
19,0.3635315102472977,0.37684410495486687,0.8397212543554007,0.8248730964467005,0.8248730964467005,0.8248730964467005,0.9111185991152078
20,0.3627082951534634,0.37416457942969295,0.8455284552845529,0.8372093023255814,0.8223350253807107,0.8297055057618438,0.9129392710790334
21,0.35535356715786864,0.3701106404732052,0.8408826945412311,0.8320413436692506,0.817258883248731,0.8245838668373879,0.9148849444015695
22,0.35580243929711997,0.37106529691631923,0.8362369337979094,0.8268733850129198,0.8121827411167513,0.8194622279129321,0.9149066837683019
23,0.3513101822064247,0.36836038510835406,0.8420441347270615,0.8241206030150754,0.8324873096446701,0.8282828282828283,0.9155534299285862
24,0.35371449469827443,0.367933716438927,0.8397212543554007,0.8316062176165803,0.8147208121827412,0.823076923076923,0.9161784367221383
25,0.3558706611871027,0.36473543905630346,0.8397212543554007,0.8248730964467005,0.8248730964467005,0.8248730964467005,0.9175371471429037
26,0.34425742898782963,0.3669793955401953,0.8373983739837398,0.8239795918367347,0.8197969543147208,0.821882951653944,0.916330612289264
27,0.3470579305462155,0.36645609483070907,0.8478513356562137,0.8451443569553806,0.817258883248731,0.8309677419354838,0.9164447439646083
28,0.34323487459379604,0.3658755788888942,0.8443670150987224,0.8385416666666666,0.817258883248731,0.8277634961439588,0.9173577973673628
29,0.3415722522557258,0.36505229506343084,0.8339140534262486,0.8129675810473815,0.8274111675126904,0.820125786163522,0.9175099729344884
30,0.338188257144687,0.36120899923310185,0.8501742160278746,0.8406169665809768,0.8299492385786802,0.8352490421455939,0.9194936901488061
31,0.34164355740914243,0.36246326562281134,0.8490127758420442,0.8384615384615385,0.8299492385786802,0.8341836734693877,0.9181893281448712
32,0.33581050970282517,0.35585867292512724,0.8524970963995354,0.856,0.8147208121827412,0.834850455136541,0.9219393689061839
33,0.3296454926396767,0.3601244591115936,0.8478513356562137,0.8506666666666667,0.8096446700507615,0.8296488946684005,0.9207817476276916
34,0.3328583024772251,0.35659068857474335,0.851335656213705,0.8481675392670157,0.8223350253807107,0.8350515463917526,0.921352406004413
35,0.33382496972748915,0.35280215362915457,0.8490127758420442,0.8402061855670103,0.8274111675126904,0.8337595907928389,0.9229828585093316
36,0.3279145606159731,0.3550183982107005,0.8548199767711963,0.8548812664907651,0.8223350253807107,0.8382923673997412,0.9224122001326103
37,0.33011531075794104,0.36051562030417855,0.8432055749128919,0.8329048843187661,0.8223350253807107,0.8275862068965517,0.920194784725921
38,0.32381754952578246,0.3583135897343444,0.8478513356562137,0.8415584415584415,0.8223350253807107,0.8318356867779204,0.920542614593637
39,0.3268021305488692,0.351244622302803,0.8478513356562137,0.8346055979643766,0.8324873096446701,0.8335451080050826,0.9239611300122827
40,0.32195685004616614,0.35097748231527837,0.8490127758420442,0.8350253807106599,0.8350253807106599,0.8350253807106599,0.9237872150784248
41,0.32539011561998266,0.3546989365252607,0.8501742160278746,0.8441558441558441,0.8248730964467005,0.834403080872914,0.9225535060163698
42,0.32191114952015376,0.35197380247431764,0.8548199767711963,0.8511749347258486,0.8274111675126904,0.8391248391248392,0.9242328720964358
43,0.3192937702135323,0.35122105517315394,0.8455284552845529,0.8190709046454768,0.850253807106599,0.8343711083437111,0.9241785236796052
44,0.3155644120647151,0.347365492762312,0.8536585365853658,0.8418367346938775,0.8375634517766497,0.8396946564885496,0.9251404906575071
