experiment,architecture_variant,hidden_layers,model_width,residual_blocks,input_dropout,hidden_dropout,epochs_trained,best_epoch,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_roc_auc,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
optimized_large_mlp,optimized_large_mlp,"[256, 256, 128, 64]",256,2,0.1,0.35,100,20,0.33518588356024714,0.8583042973286876,0.8617021276595744,0.8223350253807107,0.8415584415584415,0.930145979847607,0.331527440390105,0.8710801393728222,0.885558583106267,0.8248730964467005,0.8541392904073587,0.9333389493364057
