experiment,architecture_variant,hidden_layers,model_width,residual_blocks,input_dropout,hidden_dropout,epochs_trained,best_epoch,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_roc_auc,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
optimized_large_mlp,optimized_large_mlp,"[256, 256, 128, 64]",256,2,0.1,0.35,100,8,0.3563194618829619,0.8767772511848341,0.85,0.8854166666666666,0.8673469387755102,0.917391304347826,0.38533243014349194,0.8388625592417062,0.803921568627451,0.8541666666666666,0.8282828282828283,0.9174365942028986
