"Molecule ChEMBL ID"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"Target ChEMBL ID"	"SlogP"	"SMR"	"LabuteASA"	"TPSA"	"AMW"	"ExactMW"	"NumLipinskiHBA"	"NumLipinskiHBD"	"NumRotatableBonds"	"NumHBD"	"NumHBA"	"NumAmideBonds"	"NumHeteroAtoms"	"NumHeavyAtoms"	"NumAtoms"	"NumStereocenters"	"NumUnspecifiedStereocenters"	"NumRings"	"NumAromaticRings"	"NumSaturatedRings"	"NumAliphaticRings"	"NumAromaticHeterocycles"	"NumSaturatedHeterocycles"	"NumAliphaticHeterocycles"	"NumAromaticCarbocycles"	"NumSaturatedCarbocycles"	"NumAliphaticCarbocycles"	"FractionCSP3"	"Chi0v"	"Chi1v"	"Chi2v"	"Chi3v"	"Chi4v"	"Chi1n"	"Chi2n"	"Chi3n"	"Chi4n"	"HallKierAlpha"	"kappa1"	"kappa2"	"kappa3"	"slogp_VSA1"	"slogp_VSA2"	"slogp_VSA3"	"slogp_VSA4"	"slogp_VSA5"	"slogp_VSA6"	"slogp_VSA7"	"slogp_VSA8"	"slogp_VSA9"	"slogp_VSA10"	"slogp_VSA11"	"slogp_VSA12"	"smr_VSA1"	"smr_VSA2"	"smr_VSA3"	"smr_VSA4"	"smr_VSA5"	"smr_VSA6"	"smr_VSA7"	"smr_VSA8"	"smr_VSA9"	"smr_VSA10"	"peoe_VSA1"	"peoe_VSA2"	"peoe_VSA3"	"peoe_VSA4"	"peoe_VSA5"	"peoe_VSA6"	"peoe_VSA7"	"peoe_VSA8"	"peoe_VSA9"	"peoe_VSA10"	"peoe_VSA11"	"peoe_VSA12"	"peoe_VSA13"	"peoe_VSA14"	"MQN1"	"MQN2"	"MQN3"	"MQN4"	"MQN5"	"MQN6"	"MQN7"	"MQN8"	"MQN9"	"MQN10"	"MQN11"	"MQN12"	"MQN13"	"MQN14"	"MQN15"	"MQN16"	"MQN17"	"MQN18"	"MQN19"	"MQN20"	"MQN21"	"MQN22"	"MQN23"	"MQN24"	"MQN25"	"MQN26"	"MQN27"	"MQN28"	"MQN29"	"MQN30"	"MQN31"	"MQN32"	"MQN33"	"MQN34"	"MQN35"	"MQN36"	"MQN37"	"MQN38"	"MQN39"	"MQN40"	"MQN41"	"MQN42"
"CHEMBL1914899"	"COC(=O)c1ccc2c(c1)c1c(n2CCS(=O)(=O)N(C)C)CCCC1"	"IC50"	"'>'"	1000	"nM"	"CHEMBL379"	2.1981	97.39330000000005	181.69075844547515	68.61	364.46699999999964	364.1456782480007	6	0	8	0	5	0	7	25	49	0	0	3	2	0	1	1	0	0	1	0	1	0.5	12.752165224246959	7.640501417646651	5.924857935893672	3.811185192211621	2.2263688222460263	18.20043808884601	4.405452739335316	2.98122775687487	1.9284342081145909	-1.8599999999999999	4.697299843014129	6.8018367623600735	3.3033492725392337	0	49.95398105596561	34.00286359418234	0	67.25942331305838	18.127256122989884	0	10.902924932081056	0	0	0	0	50.84740247028613	0	8.872315639087589	0	31.988559289633464	26.69456314459724	34.94808710123233	0	0	26.89552137344049	9.303962601591405	0	17.51755015969699	0	0	0	49.18240722000439	58.97750331053353	29.272429285091498	0	0	10.023291153407584	0	5.969305287951849	18	0	0	0	0	1	0	1	1	4	0	25	33	3	0	10	5	0	8	10	6	0	0	0	0	3	1	2	6	0	9	4	0	0	1	2	0	0	0	0	4	2
"CHEMBL1915124"	"COc1cc(OC)nc(NCCCn2c3c(c4cc(C(=O)NC(C)C)ccc42)CCCC3)n1"	"IC50"	"'='"	150	"nM"	"CHEMBL379"	3.9677000000000033	129.42490000000004	240.73548275671354	90.3	451.5709999999996	451.258339916001	8	2	13	2	7	1	8	33	66	0	0	4	3	0	1	2	0	0	1	0	1	0.48	15.960812848891381	8.480295501409428	5.721632821582222	3.774651534391569	2.5503088424495104	24.874722692409343	5.721632821582222	3.774651534391569	2.5503088424495104	-3.2899999999999996	5.671606641672327	10.103841144205896	5.046215094880982	20.09335261417685	47.03289348946805	19.242709486974704	0	96.9314423421705	24.16967483065318	2.8236841566564013	10.902924932081056	0	5.948339280986494	11.759976672870742	0	59.58546248960519	0	19.844870042974147	0	58.08316089390384	25.8825779553695	40.99050580889563	0	11.759976672870742	22.758443942419056	24.660452261968206	4.794537184071822	0	9.967957041894417	0	0	69.25911635592513	68.58708737901249	35.1966677433009	0	2.8236841566564013	17.708315953857237	5.907179729351506	0	25	0	0	0	0	0	0	2	3	3	0	33	47	1	0	13	8	0	13	11	8	0	0	0	0	1	2	3	8	2	13	4	0	0	1	3	0	0	0	0	4	2
"CHEMBL1914866"	"COC(=O)c1ccc2c(c1)c1c(n2CCCN2CCOCC2)CCCC1"	"IC50"	"'='"	150	"nM"	"CHEMBL379"	3.0290000000000017	101.79550000000006	193.75240497289883	43.7	356.4659999999996	356.2099927560008	5	0	6	0	5	0	5	26	54	0	0	4	2	1	2	1	1	1	1	0	1	0.5714285714285714	12.619172062391506	6.862261512659533	4.635953353278982	3.2068118002399464	2.1625690066103873	20.862261512659533	4.635953353278982	3.2068118002399464	2.1625690066103873	-1.8499999999999999	4.255279510508305	7.80385824391199	3.3790728278635056	0	55.082816664256676	28.716435394574802	0	79.11538243906858	18.127256122989884	0	10.902924932081056	0	0	0	0	52.649502664438124	0	9.467009378641833	0	38.36148419096284	39.646501997663	34.94808710123233	0	0	16.872230220032908	14.040825555391454	4.899909730850478	4.794537184071822	0	0	0	55.55533212133377	67.25794567525729	39.42695999811438	0	0	0	0	5.969305287951849	21	0	0	0	0	0	0	0	2	2	1	26	35	1	0	16	5	0	6	8	5	0	0	0	0	1	1	1	4	1	10	8	0	0	1	3	0	0	0	0	4	2
"CHEMBL1914872"	"COC(=O)c1ccc2c(c1)c1c(n2CCCS(=O)(=O)N2CCC2)CCCC1"	"IC50"	"'='"	15	"nM"	"CHEMBL379"	2.7323000000000013	104.51330000000006	196.22475252107478	68.61	390.50499999999965	390.16132831200076	6	0	7	0	5	0	7	27	53	0	0	4	2	1	2	1	1	1	1	0	1	0.55	13.752165224246959	8.39050141764665	6.39846473364365	4.380717437699335	2.787599655179009	19.95043808884601	4.879059537085293	3.3574108368290894	2.190046751675577	-1.8599999999999999	4.998081136770149	7.279053517677531	3.3832170317671313	0	48.99604662403301	34.00286359418234	0	82.74679022805749	18.127256122989884	0	10.902924932081056	0	0	0	0	53.58891958262657	0	8.872315639087589	0	44.73440909229222	25.736628712664633	34.94808710123233	0	0	26.89552137344049	9.303962601591405	0	17.51755015969699	0	0	0	61.928257022663146	63.502603103281814	26.53091217275106	0	0	10.023291153407584	0	5.969305287951849	20	0	0	0	0	1	0	0	2	4	0	27	34	3	0	14	5	0	7	10	6	0	0	0	0	3	1	1	5	0	10	7	0	1	1	2	0	0	0	0	4	2
"CHEMBL1914875"	"COC(=O)c1ccc2c(c1)c1c(n2CCCNS(=O)(=O)C(C)C)CCCC1"	"IC50"	"'='"	50	"nM"	"CHEMBL379"	3.0246000000000013	106.59500000000007	199.88860982058264	77.4	392.5209999999997	392.17697837600076	6	1	10	1	5	0	7	27	55	0	0	3	2	0	1	1	0	0	1	0	1	0.55	13.752165224246959	8.166894619896672	6.207182874988987	3.949381793336631	2.2460332781139414	20.674044886595993	4.666227719033753	3.1018288898331994	1.9889234930288922	-1.8599999999999999	4.818438068219268	8.022491002467943	4.0369744054496755	4.715119613734132	37.715003732454534	34.00286359418234	0	91.44840811748965	18.127256122989884	1.4118420783282006	10.902924932081056	0	0	0	0	56.371520217124996	0	9.282219261525487	0	57.291258094738055	13.534812143198533	34.94808710123233	0	0	26.89552137344049	9.303962601591405	0	17.92745378213489	0	0	0	69.25911635592513	58.37650197513609	26.051944956784762	1.4118420783282006	0	10.023291153407584	0	5.969305287951849	20	0	0	0	0	1	0	1	1	4	0	27	39	3	0	10	5	0	10	10	6	0	0	0	0	3	1	2	8	0	9	4	0	0	1	2	0	0	0	0	4	2
"CHEMBL363221"	"Cc1cc(C)nc(/N=C(\N)NCCc2ccccc2)n1"	"IC50"	"'='"	9600	"nM"	"CHEMBL379"	1.87194	80.93710000000003	145.40618862582133	76.19	269.35199999999975	269.1640456080004	5	3	6	2	3	0	5	20	39	0	0	2	2	0	0	1	0	0	1	0	0	0.26666666666666666	9.736067977499792	5.0124611797498115	3.1062305898749063	1.6972135954999583	1.0038486671312234	14.354101966249686	3.1062305898749063	1.6972135954999583	1.0038486671312234	-2.4299999999999997	3.417703539675987	6.654101490694899	4.348447027508967	11.029530329014648	22.424371294954195	6.372924901329379	13.703784234591359	38.88344438011745	41.24691697861544	4.235526234984602	0	0	5.948339280986494	0	0	26.16766313370812	0	15.277770395182792	10.712121708361941	20.076709135920737	6.496859684315945	53.20581972737369	0	0	11.907893849730328	11.029530329014648	0	9.967957041894417	4.992404732635669	0	30.212093538316473	31.68257933528103	31.592301235715063	8.224551337021321	0	10.195080803728438	0	5.948339280986494	0	15	0	0	0	0	0	0	3	2	0	0	20	27	1	0	6	6	0	6	5	5	0	0	0	0	0	1	3	4	2	10	0	0	0	0	2	0	0	0	0	0	0
"CHEMBL2170001"	"O=C(c1nc2c(C(F)(F)F)cc(C3CC3)cn2c1Cl)N1CCN([C@H]2CC[C@H](O)CC2)C(=O)C1"	"IC50"	"'='"	60	"nM"	"CHEMBL379"	3.334600000000002	114.14530000000005	226.8443324936086	78.67000000000002	484.90599999999984	484.1489029680007	7	1	4	1	5	2	11	33	57	0	0	5	1	3	4	1	1	2	0	2	2	0.5909090909090909	16.281386091446784	8.955940629973245	6.672079350641783	4.5522399158770686	2.940555465189051	20.486224447427883	6.314066263191467	4.204202521206206	2.695152329451902	-2.33	7.843622654019098	8.159711135429236	4.185569184346109	0	75.47005300317333	4.794537184071822	5.893957685363079	86.07786587681149	11.625176276104835	5.153109816892792	11.749111059091401	0	13.171245143024459	0	11.600939890232516	59.39657449419043	1.4311996572326342	19.35089763043952	5.893957685363079	56.51175842071938	19.490579052947837	28.296618585846012	0	0	35.164410408026924	14.908627652808168	14.156174015934997	4.9839785209472085	13.171245143024459	0	11.600939890232516	55.75668336944418	43.007479596216555	25.36070811872145	11.649969501208737	11.518332492848387	7.33837938658414	5.907179729351506	6.176298517443475	22	3	1	0	0	0	0	0	4	3	0	33	34	2	0	21	4	0	4	10	7	0	0	0	0	6	1	1	1	1	11	12	1	0	1	3	0	0	0	0	2	1
"CHEMBL188070"	"Cc1cc(C)nc(/N=C(\N)NCCc2ccc(-c3ccccc3)cc2)n1"	"IC50"	"'='"	80000	"nM"	"CHEMBL379"	3.538940000000002	106.37310000000001	186.0831648325566	76.19	345.44999999999965	345.19534573600066	5	3	7	2	3	0	5	26	49	0	0	3	3	0	0	1	0	0	2	0	0	0.19047619047619047	12.736067977499792	6.7624611797498115	4.356230589874906	2.5722135954999583	1.5663486671312234	18.104101966249686	4.356230589874906	2.5722135954999583	1.5663486671312234	-3.209999999999999	4.737887285523815	8.248781984825062	4.893714929961646	11.029530329014648	22.424371294954195	6.372924901329379	13.703784234591359	44.366478604798345	65.41659180926862	4.235526234984602	11.126902983393991	0	5.948339280986494	0	0	31.650697358389	0	15.277770395182792	10.712121708361941	20.076709135920737	6.496859684315945	77.37549455802687	0	11.126902983393991	11.907893849730328	11.029530329014648	0	9.967957041894417	4.992404732635669	0	54.38176836896965	42.80948231867502	31.592301235715063	13.7075855617022	0	10.195080803728438	0	5.948339280986494	0	21	0	0	0	0	0	0	3	2	0	0	26	32	1	0	9	9	0	7	5	5	0	0	0	0	0	1	3	4	2	16	0	0	0	0	3	0	0	0	0	0	0
"CHEMBL1093804"	"O=C(COc1cccc(F)c1C(=O)N1CCCC1)N[C@H](CO)Cc1ccccc1"	"IC50"	"'>'"	20000	"nM"	"CHEMBL379"	2.1603000000000003	106.19500000000002	204.1071311490868	78.87	400.4499999999997	400.1798355000007	6	2	9	2	4	2	7	29	54	1	0	3	2	1	1	0	1	1	2	0	0	0.36363636363636365	13.905384825864596	7.327636951414167	4.704024919401325	2.9035241952357183	1.770363281401472	19.683098837377987	4.704024919401325	2.9035241952357183	1.770363281401472	-2.9299999999999997	5.81770269926246	10.021685298444813	5.5413732900878285	10.046676307088426	55.38385936070744	11.167462085401201	5.817220841045895	60.194736762039696	48.33934966130636	1.4118420783282006	0	0	4.39041504767482	5.749511833283905	0	56.76444943096904	1.4311996572326342	10.209723084138854	0	25.136667172337784	26.11168985446447	65.28347348574624	0	5.749511833283905	11.814359458703011	20.055394229046115	9.589074368143644	4.39041504767482	0	0	36.25451224597977	36.76706361101173	26.701304930334086	30.396738941478787	17.130184166026794	7.97082732124449	1.4311996572326342	11.814359458703011	0	22	1	0	0	0	0	0	1	1	4	0	29	37	2	0	11	6	0	9	10	6	0	0	0	0	3	2	3	4	0	13	4	0	0	1	2	0	0	0	0	0	0
"CHEMBL1091595"	"CN(CCc1ccccc1)C(=O)c1c(F)cccc1OCC(=O)N[C@H](CO)Cc1ccccc1"	"IC50"	"'='"	20000	"nM"	"CHEMBL379"	3.2390000000000017	128.16400000000002	239.4249963949547	78.87	464.5369999999997	464.21113562800076	6	2	13	2	4	2	7	34	63	1	0	3	3	0	0	0	0	0	3	0	0	0.25925925925925924	16.405384825864594	8.577636951414167	5.467221520526334	3.2983190969232328	1.948238109297101	22.933098837377987	5.467221520526334	3.2983190969232328	1.948238109297101	-3.7099999999999995	6.917653010180504	12.508640037766858	7.148259917600033	10.046676307088426	55.86282657667375	17.54038698673058	5.817220841045895	58.49537267575881	78.55144319962284	1.4118420783282006	0	0	4.39041504767482	5.749511833283905	0	62.24748365564993	1.4311996572326342	10.209723084138854	0	18.763742271008404	26.59065707043077	101.05901851575973	0	5.749511833283905	11.814359458703011	20.055394229046115	9.589074368143644	4.39041504767482	0	0	66.46660578429623	35.95759020137934	25.809513590130166	37.250531722329896	17.130184166026794	7.97082732124449	1.4311996572326342	11.814359458703011	0	27	1	0	0	0	0	0	2	0	4	0	34	45	2	0	9	9	0	13	10	6	0	0	0	0	3	2	4	7	0	18	0	0	0	0	3	0	0	0	0	0	0
"CHEMBL1091597"	"C[C@H](c1ccccc1)N(C)C(=O)c1c(F)cccc1OCC(=O)N[C@H](CO)Cc1ccccc1"	"IC50"	"'='"	430	"nM"	"CHEMBL379"	3.757500000000002	128.008	239.4249963949547	78.87	464.53699999999975	464.21113562800076	6	2	13	2	4	2	7	34	63	2	0	3	3	0	0	0	0	0	3	0	0	0.25925925925925924	16.405384825864594	8.577636951414167	5.5790249194013235	3.4660241952357174	2.0549124316827254	22.933098837377987	5.5790249194013235	3.4660241952357174	2.0549124316827254	-3.7099999999999995	6.917653010180504	11.950165116906108	6.419221687737597	10.046676307088426	49.365966892357804	11.167462085401201	5.817220841045895	71.36515726140412	78.55144319962284	1.4118420783282006	0	0	4.39041504767482	5.749511833283905	0	62.24748365564993	1.4311996572326342	10.209723084138854	0	25.26060195532435	20.093797386114822	101.05901851575973	0	5.749511833283905	11.814359458703011	20.055394229046115	9.589074368143644	4.39041504767482	0	0	66.46660578429623	36.43655741734564	17.941895349644003	44.639182746849784	17.130184166026794	7.97082732124449	1.4311996572326342	11.814359458703011	0	27	1	0	0	0	0	0	2	0	4	0	34	45	2	0	9	9	0	13	10	6	0	0	0	0	3	2	4	7	0	18	0	0	0	0	3	0	0	0	0	0	0
"CHEMBL599875"	"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCCC1)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1"	"IC50"	"'='"	75	"nM"	"CHEMBL379"	4.205300000000003	201.5208999999994	400.52712320444664	180.52	781.9730000000023	781.3720493400017	14	3	9	3	9	5	15	55	110	5	0	7	1	4	6	0	1	3	1	3	3	0.675	27.135047463066144	15.706887075538111	11.906477008324716	7.825902983017958	4.928320731567798	41.60846453323734	10.365521852369483	6.699690335032604	4.177631913515405	-4.14	10.104882646691676	15.419731147306189	8.508061380174272	15.334746320310883	90.06219858840996	53.247272883184415	17.202905840122938	178.14868244648613	30.71036683102732	4.235526234984602	0	0	9.589074368143644	0	0	117.37917996812409	0	25.13456578201184	17.202905840122938	138.42624520572167	13.055844927232233	47.4007213061183	0	0	39.93131048333893	24.99326234502733	23.998640896800076	18.00687135247258	0	6.531038962001867	63.374811708934324	78.98270184048589	73.23715142128209	41.58473005130985	23.654728216032623	4.235526234984602	21.837650612110593	5.907179729351506	12.18648014187683	40	0	0	0	0	1	0	2	3	7	2	55	66	8	0	39	3	0	9	23	14	0	0	0	0	7	0	6	3	2	12	25	2	0	2	2	0	0	0	1	8	6
"CHEMBL1077332"	"O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)c1cscn1)c1ccc2c(c1)nc(C(=O)c1ccc3c(c1)nc(-c1ccoc1)n3C1CCCC1)n2C1CCCCC1"	"IC50"	"'='"	80	"nM"	"CHEMBL379"	9.854499999999994	216.21619999999942	383.78201782678764	143.86	763.9240000000015	763.2940737920012	11	3	11	3	10	1	12	56	97	1	0	10	8	2	2	5	0	0	3	2	2	0.29545454545454547	27.988233201746745	16.32307436155091	11.657136348918263	8.268655539865552	5.842150736783533	35.809253262086955	11.066313872619341	7.790670115881035	5.420583838956217	-6.009999999999999	12.000100379974995	14.247101744147766	6.1756881233211525	5.309813353288376	47.29357065270987	6.372924901329379	0	165.2965879875646	94.33536781666925	2.8236841566564013	44.35758379224302	0	0	5.749511833283905	11.336785877934737	74.027542787429	1.4311996572326342	34.37295148194196	0	81.78292641834273	0	118.12690384755527	0	17.137367822980828	55.99693835619728	28.946975047260896	9.589074368143644	14.951935562841626	0	11.336785877934737	31.864624506646898	91.47933817364748	79.38271849739046	73.00001727174347	20.554648078465014	8.648088654656329	5.783244946364939	7.33837938658414	0	44	0	0	0	0	1	0	1	6	3	1	56	53	2	0	31	20	0	11	15	11	0	0	0	0	2	1	3	2	5	32	11	0	0	6	4	0	0	0	0	6	3
"CHEMBL367225"	"O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1"	"IC50"	"'='"	220	"nM"	"CHEMBL379"	5.414100000000004	142.11449999999982	257.28478183269704	133.38	512.5659999999998	512.2059699960008	9	4	8	4	7	1	9	38	66	1	0	6	5	1	1	3	0	0	2	1	1	0.27586206896551724	18.330095834319145	10.237206051141401	7.2021849846783725	4.904134917951405	3.3277971772195185	23.948129823069046	7.2021849846783725	4.904134917951405	3.3277971772195185	-4.529999999999999	7.986728697483663	9.736287289675863	4.401961285998476	5.309813353288376	44.071274964067875	11.167462085401201	0	86.7021624905476	65.36540637119266	2.8236841566564013	34.75538201424313	0	0	5.749511833283905	0	59.945731192153154	2.8623993144652684	19.83789479225619	0	50.27333434467556	0	72.07515841753332	0	17.137367822980828	33.812811384616936	29.488683590576752	4.794537184071822	9.77851570501903	0	0	19.118774703988137	60.60623224799881	51.479191678314514	36.54365312347247	26.572540546814658	2.8236841566564013	0	8.769579043816774	5.969305287951849	29	0	0	0	0	0	0	1	3	4	1	38	38	2	0	19	12	0	8	14	9	0	0	0	0	2	2	3	2	2	21	6	0	0	3	3	0	0	0	0	4	2
"CHEMBL1078494"	"Cn1cccc1-c1nc2cc(C(=O)N[C@@H](Cc3c[nH]c4ccc(O)cc34)C(=O)O)ccc2n1C1CCCCC1"	"IC50"	"'='"	730	"nM"	"CHEMBL379"	5.159600000000004	148.81949999999983	268.4894380911301	125.16999999999999	525.6090000000006	525.2376044720008	9	4	9	4	7	1	9	39	70	1	0	6	5	1	1	3	0	0	2	1	1	0.3	18.869061139355242	10.499778153927473	7.441819160080414	5.084389933036461	3.449549252276552	25.710701925855115	7.441819160080414	5.084389933036461	3.449549252276552	-4.529999999999999	7.775783590238211	9.977561482292622	4.645625638307223	5.309813353288376	48.63837461185923	18.143288985683448	0	90.81443815905824	60.68514008293588	2.8236841566564013	34.885858517394595	0	0	5.749511833283905	0	59.64085592361047	2.8623993144652684	24.40499444004755	6.975826900282246	50.27333434467556	0	71.81204306632986	0	17.26784432613229	33.812811384616936	29.63863230131476	4.794537184071822	9.77851570501903	0	0	19.118774703988137	66.6486509556621	68.74018945792217	33.17643210412362	11.767404301633551	8.648088654656329	0	8.769579043816774	5.969305287951849	30	0	0	0	0	0	0	1	4	4	0	39	42	2	0	19	12	0	9	13	9	0	0	0	0	2	2	3	3	1	22	6	0	0	3	3	0	0	0	0	4	2
"CHEMBL1077329"	"O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)c1cscn1)c1ccc2c(c1)nc(-c1ccccc1)n2C1CCCCC1"	"IC50"	"'='"	230	"nM"	"CHEMBL379"	7.565700000000007	163.27969999999965	285.2151013017826	95.83000000000001	561.7110000000015	561.2198462320009	7	3	8	3	6	1	8	41	72	1	0	7	6	1	1	3	0	0	3	1	1	0.24242424242424243	20.777309429819105	12.092667937105219	8.455185199338557	5.883715504604754	4.110225016250778	26.578846837641272	7.864362723039639	5.405730080620236	3.6886581184234637	-4.429999999999999	8.548524852514387	10.858011925604487	4.99644831472423	5.309813353288376	31.959247537606377	6.372924901329379	0	103.8970171784265	83.4822063175977	2.8236841566564013	33.3241823570105	0	0	5.749511833283905	11.336785877934737	51.10826910460163	1.4311996572326342	24.821873313203398	0	50.27333434467556	0	100.30303729584017	0	17.137367822980828	39.180291974599825	19.962724462416194	4.794537184071822	9.967957041894417	0	11.336785877934737	49.330868242304604	54.56381354033552	62.398757579679106	50.16394970997325	11.573916331283833	2.8236841566564013	0	7.33837938658414	0	33	0	0	0	0	1	0	1	4	2	0	41	40	1	0	22	15	0	8	9	7	0	0	0	0	1	1	2	2	3	26	6	0	0	3	4	0	0	0	0	4	2
"CHEMBL514843"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cc3)C1=O)N2"	"IC50"	"'<'"	10	"nM"	"CHEMBL379"	2.7331000000000003	130.88580000000002	239.71059268089107	145.24	534.5910000000013	534.1043046760007	10	3	7	3	7	1	13	36	59	2	2	5	2	1	3	0	0	2	2	1	1	0.30434782608695654	18.565798340575416	11.982668097620248	9.387196163689797	6.029228029889942	4.352020436658092	20.405216921482747	6.713534142243193	4.381681752891709	3.0026420426057308	-3.4499999999999993	9.136633166041701	8.58950217357853	4.435704237735185	10.024932967022508	50.78892797519044	31.337979175202932	11.711178526408974	52.09739731908957	62.92239482396771	2.8236841566564013	1.4311996572326342	0	15.765187597041944	0	0	61.368209671572586	1.4311996572326342	4.899909730850478	10.291668678444504	36.5290103321715	16.208857068138965	65.00987268811139	0	0	43.16415437129106	15.318531275246066	9.509656797805953	12.808212032003757	8.417796984328938	4.397710993081425	18.45776231665597	48.52139483267223	37.80368167441444	25.578895937502217	22.044973718289114	8.65930394241367	10.023291153407584	17.361670539991724	0	23	1	0	0	0	2	0	1	3	6	0	36	31	5	0	19	8	0	7	16	10	0	0	0	0	6	1	1	3	1	18	6	0	0	1	4	0	0	0	0	4	2
"CHEMBL24944"	"O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O"	"IC50"	"'='"	6700	"nM"	"CHEMBL379"	4.932000000000001	85.60200000000002	146.34619118443752	49.33	449.9239999999999	446.8105147960002	3	2	3	2	2	1	6	19	27	0	0	2	2	0	0	0	0	0	2	0	0	0	13.655593212799477	7.051403404149718	5.54062842445128	3.2405273145884084	2.3724925860297414	8.527870481441482	3.1616336157792233	1.8891598163085848	1.1152086021866752	-0.8500000000000003	7.242111555406325	6.0683344695081205	3.58197313732315	5.309813353288376	12.447187577691352	0	0	18.582540012790137	49.67267079347702	1.4118420783282006	0	0	5.687386274683562	5.749511833283905	47.78983169384804	19.539738790528553	1.4311996572326342	0	0	0	5.309813353288376	55.23612228517401	0	5.749511833283905	59.38439769788312	10.418621544395588	4.794537184071822	0	0	0	31.859887795898697	52.18445614392912	14.63282530634839	18.26072234455073	5.749511833283905	1.4118420783282006	0	7.33837938658414	0	13	0	0	3	0	0	0	1	0	2	0	19	15	1	0	6	6	0	3	5	3	0	0	0	0	4	1	2	0	0	12	0	0	0	0	2	0	0	0	0	0	0
"CHEMBL476376"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccccn3)C1=O)N2"	"IC50"	"'='"	430	"nM"	"CHEMBL379"	1.9889999999999999	128.72280000000003	234.7647052589113	158.13	517.5890000000003	517.1089754560006	11	3	7	3	8	1	13	35	58	2	2	5	2	1	3	1	0	2	1	1	1	0.3181818181818182	18.135047463066144	11.74089945661559	9.145427522685143	5.895843709387615	4.2761274266881815	20.16344828047809	6.471765501238536	4.248297432389381	2.9267490326358194	-3.4499999999999997	8.589502173578534	8.341822921430532	4.362691486784976	10.024932967022508	55.77290649613765	31.337979175202932	5.893957685363079	52.227873822241044	63.05287132711917	2.8236841566564013	1.4311996572326342	0	11.374772549367124	0	0	56.97779462389776	1.4311996572326342	9.883888251797686	10.291668678444504	36.5290103321715	16.208857068138965	59.453604853368425	0	0	43.16415437129106	15.318531275246066	14.49363531875316	8.417796984328938	8.417796984328938	4.397710993081425	12.415343608992675	42.957943340975234	37.47971720091326	37.76968361666664	16.22775287724322	8.65930394241367	10.023291153407584	17.361670539991724	0	22	0	0	0	0	2	0	1	4	6	0	35	30	5	0	19	8	0	7	17	11	0	0	0	0	5	1	1	3	2	17	6	0	0	1	4	0	0	0	0	4	2
"CHEMBL476255"	"CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@H]2CCC[C@H]21"	"IC50"	"'<'"	10	"nM"	"CHEMBL379"	2.4399000000000006	125.10380000000004	232.9725840303263	145.23999999999998	496.61099999999976	496.14502661600073	10	3	10	3	7	1	12	33	61	2	0	4	1	1	3	0	0	2	1	1	1	0.5238095238095238	17.18783386756619	11.043685861115636	8.698213927185183	5.50383521220014	3.998873178094442	21.966234684978133	6.024551905738579	3.856288935201907	2.6494947840420817	-2.5999999999999996	6.969979522329147	8.315751378192989	4.58278533996628	10.024932967022508	57.28578765950638	24.84111949088699	11.787915370726157	73.4644477441644	38.75271999331453	2.8236841566564013	1.4311996572326342	0	11.374772549367124	0	0	63.83158740474887	1.4311996572326342	4.899909730850478	16.185626363807582	50.10885978377629	22.70571675245491	29.459525524715325	0	0	43.16415437129106	15.318531275246066	9.509656797805953	8.417796984328938	8.417796984328938	4.397710993081425	20.076709135920737	43.1399885123411	52.882025792286896	17.3543446004809	16.22775287724322	8.65930394241367	10.023291153407584	17.361670539991724	0	21	0	0	0	0	2	0	1	3	6	0	33	38	5	0	16	5	0	10	16	10	0	0	0	0	5	1	1	7	1	12	6	0	0	1	3	0	0	0	0	4	2
